"Domain.Code","Domain","Area.Code","Area","Element.Code","Element","Item.Code","Item","Year.Code","Year","Unit","Value","Flag","Flag.Description"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2017,2017,"1000 US$",0,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1961,1961,"m3",1600000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1962,1962,"m3",1419000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1963,1963,"m3",1450000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1964,1964,"m3",1480000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1965,1965,"m3",1520000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1966,1966,"m3",1552000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1967,1967,"m3",1817000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1968,1968,"m3",1731000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1969,1969,"m3",1728000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1970,1970,"m3",1737000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1971,1971,"m3",1776000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1972,1972,"m3",1704000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1973,1973,"m3",1793000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1974,1974,"m3",2026000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1975,1975,"m3",1840000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1976,1976,"m3",1909000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1977,1977,"m3",2035000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1978,1978,"m3",2622000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1979,1979,"m3",2751000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1980,1980,"m3",2782000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1981,1981,"m3",2729000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1982,1982,"m3",2775000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1983,1983,"m3",2432000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1984,1984,"m3",1774000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1985,1985,"m3",2070000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1986,1986,"m3",2027000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1987,1987,"m3",1883000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1988,1988,"m3",1762000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1989,1989,"m3",1859000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1990,1990,"m3",2413000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1991,1991,"m3",2783000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1992,1992,"m3",2791000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1993,1993,"m3",2004000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1994,1994,"m3",1388000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1995,1995,"m3",1523000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1996,1996,"m3",1686000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1997,1997,"m3",1989000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1998,1998,"m3",2110000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",1999,1999,"m3",2085000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2000,2000,"m3",2337000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2001,2001,"m3",2662000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2002,2002,"m3",2612500,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2003,2003,"m3",2884700,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2004,2004,"m3",2815900,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2005,2005,"m3",2849000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2006,2006,"m3",2849000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2007,2007,"m3",2849000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2008,2008,"m3",2849000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2009,2009,"m3",2849000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2010,2010,"m3",2758000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2011,2011,"m3",3134000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2012,2012,"m3",3349000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2013,2013,"m3",2909000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2014,2014,"m3",4200000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2015,2015,"m3",4200000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2016,2016,"m3",4200000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1604,"Sawlogs and veneer logs, non-coniferous",2017,2017,"m3",4200000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1961,1961,"m3",73400,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1962,1962,"m3",97500,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1963,1963,"m3",140000,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1964,1964,"m3",135000,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1965,1965,"m3",122000,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1966,1966,"m3",100800,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1967,1967,"m3",52400,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1968,1968,"m3",71900,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1969,1969,"m3",80900,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1970,1970,"m3",57900,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1971,1971,"m3",113200,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1972,1972,"m3",111300,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1973,1973,"m3",171700,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1974,1974,"m3",85900,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1975,1975,"m3",66200,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1976,1976,"m3",57000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1977,1977,"m3",61900,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1978,1978,"m3",76700,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1979,1979,"m3",143600,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1980,1980,"m3",209300,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1981,1981,"m3",230800,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1982,1982,"m3",205000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1983,1983,"m3",262400,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1984,1984,"m3",268200,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1985,1985,"m3",259300,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1986,1986,"m3",255900,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1987,1987,"m3",418400,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1988,1988,"m3",473200,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1604,"Sawlogs and veneer logs, non-coniferous",1989,1989,"m3",603100,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1961,1961,"1000 US$",8639,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1962,1962,"1000 US$",13085,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1963,1963,"1000 US$",17500,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1964,1964,"1000 US$",16900,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1965,1965,"1000 US$",15250,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1966,1966,"1000 US$",18641,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1967,1967,"1000 US$",13944,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1968,1968,"1000 US$",19685,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1969,1969,"1000 US$",18314,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1970,1970,"1000 US$",10193,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1971,1971,"1000 US$",17207,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1972,1972,"1000 US$",17473,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1973,1973,"1000 US$",29223,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1974,1974,"1000 US$",22959,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1975,1975,"1000 US$",18515,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1976,1976,"1000 US$",29965,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1977,1977,"1000 US$",28257,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1978,1978,"1000 US$",34682,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1979,1979,"1000 US$",40503,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1980,1980,"1000 US$",52741,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1981,1981,"1000 US$",61459,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1982,1982,"1000 US$",52033,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1983,1983,"1000 US$",74006,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1984,1984,"1000 US$",83308,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1985,1985,"1000 US$",81240,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1986,1986,"1000 US$",41327,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1987,1987,"1000 US$",88293,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1988,1988,"1000 US$",109403,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1604,"Sawlogs and veneer logs, non-coniferous",1989,1989,"1000 US$",106804,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1961,1961,"m3",666000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1962,1962,"m3",680000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1963,1963,"m3",694000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1964,1964,"m3",709000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1965,1965,"m3",725000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1966,1966,"m3",741000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1967,1967,"m3",758000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1968,1968,"m3",775000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1969,1969,"m3",794000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1970,1970,"m3",813000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1971,1971,"m3",832000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1972,1972,"m3",852000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1973,1973,"m3",872000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1974,1974,"m3",892000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1975,1975,"m3",913000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1976,1976,"m3",933000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1977,1977,"m3",953000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1978,1978,"m3",973000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1979,1979,"m3",993000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1980,1980,"m3",1014000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1981,1981,"m3",1036000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1982,1982,"m3",1058000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1983,1983,"m3",1080000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1984,1984,"m3",1103000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1985,1985,"m3",1126000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1986,1986,"m3",1149000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1987,1987,"m3",1172000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1988,1988,"m3",1195000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1989,1989,"m3",1218000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1990,1990,"m3",1240000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1991,1991,"m3",1230000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1992,1992,"m3",1244000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1993,1993,"m3",1257000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1994,1994,"m3",1271000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1995,1995,"m3",1286000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1996,1996,"m3",1301000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1997,1997,"m3",1318000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1998,1998,"m3",0,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",1999,1999,"m3",1263000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2000,2000,"m3",1275000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2001,2001,"m3",1300000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2002,2002,"m3",1326400,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2003,2003,"m3",1352900,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2004,2004,"m3",1380000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2005,2005,"m3",1413000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2006,2006,"m3",1413000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2007,2007,"m3",1413000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2008,2008,"m3",1413000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2009,2009,"m3",1413000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2010,2010,"m3",1413000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2011,2011,"m3",1605000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2012,2012,"m3",1638000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2013,2013,"m3",1638000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2014,2014,"m3",1800000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2015,2015,"m3",1800000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2016,2016,"m3",1800000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1626,"Other industrial roundwood, non-coniferous (production)",2017,2017,"m3",1800000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5510,"Production",1630,"Wood charcoal",1961,1961,"tonnes",60898,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5510,"Production",1630,"Wood charcoal",1962,1962,"tonnes",62342,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5510,"Production",1630,"Wood charcoal",1963,1963,"tonnes",63820,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5510,"Production",1630,"Wood charcoal",1964,1964,"tonnes",65333,"F","FAO estimate"
